,Tweet,created_at,FC,RT,hashtags_text,user_mentions,urls,hour
239,Buenos días familia feliz domingo 😃 https://t.co/o9ZrfJsmMT,2018-09-30 09:57:35,4,0,0.0,[],[],9.0
240,Buenas noches familia feliz descanso 😃 https://t.co/FNgSmnyvg8,2018-09-29 22:30:04,12,1,0.0,[],[],22.0
241,⭐ Linterna led Mag-lite ✅ https://t.co/ex7Qb5hVbh baja de 70.44€ a 52.45€. https://t.co/zsTr6Ixdhm,2018-09-30 16:35:08,0,0,0.0,[],"[{'url': 'https://t.co/ex7Qb5hVbh', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B010B5F4N6/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B010B5F4N6', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [26, 49]}]",16.0
242,"Fuente de Agua Automática para mascotas baja un 16% ✅ https://t.co/X46mkgdXD2 y se queda en 22.84€, son -4.46€. OFE… https://t.co/pSaRpCQGOh",2018-09-30 13:25:06,0,0,0.0,[],"[{'url': 'https://t.co/X46mkgdXD2', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B07989MP8Z/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B07989MP8Z', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [54, 77]}, {'url': 'https://t.co/pSaRpCQGOh', 'expanded_url': 'https://twitter.com/i/web/status/1046390480639062018', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",13.0
243,⭐ -50% para Naruto Shippuden Xbox One ✅ https://t.co/djfwBip1hy hoy por 16.99€. https://t.co/HfnLhFpNxr,2018-09-30 13:15:09,1,0,0.0,[],"[{'url': 'https://t.co/djfwBip1hy', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B00TSN9X7Q/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B00TSN9X7Q', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [40, 63]}]",13.0
244,-24% para Alcatel Idol 4  ✅ https://t.co/d981XuAlsZ hoy por 161.21€. https://t.co/xC3zNnzL7p,2018-09-30 12:45:09,0,0,0.0,[],"[{'url': 'https://t.co/d981XuAlsZ', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B01EVP8W1S/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B01EVP8W1S', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [28, 51]}]",12.0
245,"Tarjeta de memoria microSDXC 64Gb baja un 22% ✅ https://t.co/Eu9UAzM5q9 y se queda en 17.60€, son -5.1€. https://t.co/GDkWiapa2G",2018-09-30 12:35:05,0,0,0.0,[],"[{'url': 'https://t.co/Eu9UAzM5q9', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B073JYVKNX/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B073JYVKNX', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [48, 71]}]",12.0
246,"Lego Movie para PS4 baja un 13% ✅ https://t.co/OrIQLj72u9 y se queda en 21.89€, son -3.26€. https://t.co/dbo5z82IS6",2018-09-30 12:25:09,0,0,0.0,[],"[{'url': 'https://t.co/OrIQLj72u9', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B00HFVCNO8/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B00HFVCNO8', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [34, 57]}]",12.0
247,"Cafetera DeLonghi Mini Me baja un 19% ✅ https://t.co/U63yNddajU y se queda en 57.80€, son -13.46€. https://t.co/WDPipcuEjo",2018-09-30 12:15:07,0,0,0.0,[],"[{'url': 'https://t.co/U63yNddajU', 'expanded_url': 'https://baratukin.es/go/baratwit-21/B00CV97QBE/0/t/21?utm_source=twitter&utm_medium=tweet_descuento&utm_campaign=B00CV97QBE', 'display_url': 'baratukin.es/go/baratwit-21…', 'indices': [40, 63]}]",12.0
248,"Los domingos se queda con los amigos, sí o sí.  MIAU, róbale a la vida.  En cines el 19 de septiembre.  #Miau… https://t.co/Fe2bpnc89c",2018-09-30 14:30:11,4,1,"["" 'Miau'""]",[],"[{'url': 'https://t.co/Fe2bpnc89c', 'expanded_url': 'https://twitter.com/i/web/status/1046406860952268800', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]",14.0
249,¡Hola Madrid! Mañana tienes una nueva oportunidad de ver MARISA EN LOS BOSQUES en el Artistic Metropol. ¡Te esperam… https://t.co/2UJMuMPQtj,2018-09-30 10:15:06,0,2,0.0,[],"[{'url': 'https://t.co/2UJMuMPQtj', 'expanded_url': 'https://twitter.com/i/web/status/1046342667699982336', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
250,"¿Estás en Alicante?  MARISA EN LOS BOSQUES te espera en Petrer durante estos días.  MARISA EN LOS BOSQUES, una trag… https://t.co/LSrZDq4O8C",2018-09-29 14:15:09,1,0,0.0,[],"[{'url': 'https://t.co/LSrZDq4O8C', 'expanded_url': 'https://twitter.com/i/web/status/1046040689346252802', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",14.0
251,"Compartimos esta imagen del rodaje de MIAU, una película sobre la vida de Ignacio Estaregui.   #RóbaleALaVida… https://t.co/iEu2RMJ1Th",2018-09-29 11:30:11,24,4,"["" 'RóbaleALaVida'""]",[],"[{'url': 'https://t.co/iEu2RMJ1Th', 'expanded_url': 'https://twitter.com/i/web/status/1045999172334309376', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]",11.0
252,"Este mes de octubre, MARISA EN LOS BOSQUES continúa en las salas de cine. ¡Nos vemos en estas ciudades! MARISA EN L… https://t.co/pLrcqFcZi9",2018-09-28 17:35:04,0,0,0.0,[],"[{'url': 'https://t.co/pLrcqFcZi9', 'expanded_url': 'https://twitter.com/i/web/status/1045728614170460160', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",17.0
253,"@futbolycine Es verdad, pensamos lo mismo cuando vimos El Reino en Donosti el otro día, ¡coincidencias de cine! Muy… https://t.co/4KMxpQeRso",2018-09-28 15:27:02,3,2,0.0,"[{'screen_name': 'futbolycine', 'name': 'Carlos Marañón', 'id': 145008368, 'id_str': '145008368', 'indices': [0, 12]}]","[{'url': 'https://t.co/4KMxpQeRso', 'expanded_url': 'https://twitter.com/i/web/status/1045696393392910336', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",15.0
254,"Mañana, CUANDO DEJES DE QUERERME se proyectará en el London Spanish Film Festival. ¡Estamos muy felices!… https://t.co/z1gvVDnclp",2018-09-28 12:30:18,0,0,0.0,[],"[{'url': 'https://t.co/z1gvVDnclp', 'expanded_url': 'https://twitter.com/i/web/status/1045651915596591105', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]",12.0
255,"Cuatro jubilados trazan un plan para sentirse vivos: van a robarle a la vida.  MIAU, @miaulapelicula de @iestaregui… https://t.co/oUaSl16xOz",2018-09-28 08:42:29,24,11,0.0,"[{'screen_name': 'miaulapelicula', 'name': 'MIAU', 'id': 873550220516352000, 'id_str': '873550220516352000', 'indices': [85, 100]}, {'screen_name': 'iestaregui', 'name': 'Ignacio Estaregui', 'id': 222951344, 'id_str': '222951344', 'indices': [104, 115]}]","[{'url': 'https://t.co/oUaSl16xOz', 'expanded_url': 'https://twitter.com/i/web/status/1045594584338837504', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
256,"Róbale a la vida para sentirte vivo.  ¿Te atreves? MIAU, una película de Ignacio Estaregui. En cines el 19 de octub… https://t.co/HuAHxycHfY",2018-09-27 16:05:12,0,0,0.0,[],"[{'url': 'https://t.co/HuAHxycHfY', 'expanded_url': 'https://twitter.com/i/web/status/1045343609900404736', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",16.0
257,"Cuando unas gafas de sol y una pamela ponen distancia con la ciudad. #MarisaEnLosBosques, ya en cines https://t.co/bSLnQ5X2vO",2018-09-27 11:01:00,1,1,"["" 'MarisaEnLosBosques'""]",[],[],11.0
258,@casolea14 @miaulapelicula @joseluisgilsanz @iestaregui 😘😘,2018-09-27 10:45:40,1,0,0.0,"[{'screen_name': 'casolea14', 'name': 'Ionel-XXV', 'id': 163779682, 'id_str': '163779682', 'indices': [0, 10]}, {'screen_name': 'miaulapelicula', 'name': 'MIAU', 'id': 873550220516352000, 'id_str': '873550220516352000', 'indices': [11, 26]}, {'screen_name': 'joseluisgilsanz', 'name': 'JOSE LUIS GIL SANZ', 'id': 535959652, 'id_str': '535959652', 'indices': [27, 43]}, {'screen_name': 'iestaregui', 'name': 'Ignacio Estaregui', 'id': 222951344, 'id_str': '222951344', 'indices': [44, 55]}]",[],10.0
259,"@casolea14 @miaulapelicula @joseluisgilsanz @iestaregui Jajajja, parecido!",2018-09-27 10:40:31,1,0,0.0,"[{'screen_name': 'casolea14', 'name': 'Ionel-XXV', 'id': 163779682, 'id_str': '163779682', 'indices': [0, 10]}, {'screen_name': 'miaulapelicula', 'name': 'MIAU', 'id': 873550220516352000, 'id_str': '873550220516352000', 'indices': [11, 26]}, {'screen_name': 'joseluisgilsanz', 'name': 'JOSE LUIS GIL SANZ', 'id': 535959652, 'id_str': '535959652', 'indices': [27, 43]}, {'screen_name': 'iestaregui', 'name': 'Ignacio Estaregui', 'id': 222951344, 'id_str': '222951344', 'indices': [44, 55]}]",[],10.0
260,"@casolea14 @miaulapelicula @joseluisgilsanz @iestaregui Lo es 😊. Te aseguramos diversión y emoción, para eso no hac… https://t.co/jPqMCyjySB",2018-09-27 10:14:24,2,0,0.0,"[{'screen_name': 'casolea14', 'name': 'Ionel-XXV', 'id': 163779682, 'id_str': '163779682', 'indices': [0, 10]}, {'screen_name': 'miaulapelicula', 'name': 'MIAU', 'id': 873550220516352000, 'id_str': '873550220516352000', 'indices': [11, 26]}, {'screen_name': 'joseluisgilsanz', 'name': 'JOSE LUIS GIL SANZ', 'id': 535959652, 'id_str': '535959652', 'indices': [27, 43]}, {'screen_name': 'iestaregui', 'name': 'Ignacio Estaregui', 'id': 222951344, 'id_str': '222951344', 'indices': [44, 55]}]","[{'url': 'https://t.co/jPqMCyjySB', 'expanded_url': 'https://twitter.com/i/web/status/1045255326042394626', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
261,"Nada como ir al cine un miércoles, ¿no crees? Te esperamos con MARISA EN LOS BOSQUES, de Antonio Morales.… https://t.co/Iu2bE4bOk3",2018-09-26 14:55:06,2,0,0.0,[],"[{'url': 'https://t.co/Iu2bE4bOk3', 'expanded_url': 'https://twitter.com/i/web/status/1044963579609460736', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",14.0
262,Marisa es una dramaturga de 35 años que tiene la sensación de que se ha convertido en la actriz secundaria de su pr… https://t.co/BJ5Z5lkS7h,2018-09-25 15:25:07,1,0,0.0,[],"[{'url': 'https://t.co/BJ5Z5lkS7h', 'expanded_url': 'https://twitter.com/i/web/status/1044608745173651458', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",15.0
263,"¿Te atreves a robarle a la vida? José Luis Gil,  Manuel Manquiña,  Luisa Gavasa y Álvaro de Luna protagonizan la co… https://t.co/5OZZHalQPu",2018-09-25 08:55:03,3,3,0.0,[],"[{'url': 'https://t.co/5OZZHalQPu', 'expanded_url': 'https://twitter.com/i/web/status/1044510582999838720', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
264,@BoxConfidencial 😊😘,2018-09-24 18:59:14,1,0,0.0,"[{'screen_name': 'BoxConfidencial', 'name': 'Box Office Confidencial', 'id': 1025776655875420160, 'id_str': '1025776655875420160', 'indices': [0, 16]}]",[],18.0
265,Termina el lunes de la mejor manera con la historia de MARISA EN LOS BOSQUES. Ya en cines. #MarisaEnLosBosques https://t.co/c7dXMTutQn,2018-09-24 17:05:06,0,0,"["" 'MarisaEnLosBosques'""]",[],[],17.0
266,"Cuatro jubilados trazan un plan para sentirse vivos: van a robarle al aburrimiento y a la vida.  MIAU, una película… https://t.co/hPP3vUuAXx",2018-09-24 13:35:05,25,7,0.0,[],"[{'url': 'https://t.co/hPP3vUuAXx', 'expanded_url': 'https://twitter.com/i/web/status/1044218665976123392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",13.0
267,¿Qué haces el próximo 8 de octubre?   Tendremos una proyección simultánea del documental SADHAKA en ciudades de tod… https://t.co/zHSqeiZ80d,2018-09-24 10:55:06,3,0,0.0,[],"[{'url': 'https://t.co/zHSqeiZ80d', 'expanded_url': 'https://twitter.com/i/web/status/1044178403811893248', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",10.0
268,"MARISA EN LOS BOSQUES, de Antonio Morales te espera en los cines. #MarisaEnLosBosques https://t.co/juXa7KIQll",2018-09-23 12:05:05,0,0,"["" 'MarisaEnLosBosques'""]",[],[],12.0
269,Este hilo 👇 https://t.co/W6PVejfDFV,2018-09-30 00:18:14,0,0,0.0,[],"[{'url': 'https://t.co/W6PVejfDFV', 'expanded_url': 'https://twitter.com/leslieyyyy/status/1045774621377728512', 'display_url': 'twitter.com/leslieyyyy/sta…', 'indices': [12, 35]}]",0.0
270,Bi porque soy: bien idiota,2018-09-29 23:14:23,0,0,0.0,[],[],23.0
271,"O bueno, los chicos con pendientes, pero no estos de brillibrilli eh, de arito o con pircing en la nariz 😍",2018-09-29 23:06:08,0,0,0.0,[],[],23.0
272,Y ya las que tenéis las dos cosas pozezo que me mato,2018-09-29 23:05:05,1,0,0.0,[],[],23.0
273,"O bueno otra tambien es que por que sois tan guapas todas las chicas con pircing en la nariz, no vale joderr",2018-09-29 23:02:32,0,0,0.0,[],[],23.0
274,La gente a la que le queda bien el flequillo? Ojalá a mí 😢,2018-09-29 23:00:07,1,0,0.0,[],[],23.0
275,Yo: a ver ama para de cantar bizarzuri que se me pega y luego parezco lerda cantando villancicos por la calle?  Ama… https://t.co/4RJJBmksIi,2018-09-29 22:56:54,0,0,0.0,[],"[{'url': 'https://t.co/4RJJBmksIi', 'expanded_url': 'https://twitter.com/i/web/status/1046171992771239937', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",22.0
276,"Y muchos dirán, entre ellas yo, que cuanto aporta una persona cuando llega y como vacía cuando se va, pero ¿y cuando es al revés?",2018-09-29 18:21:00,0,0,0.0,[],[],18.0
277,"Ojalá nos hubieran enseñado a querer bien en vez de mucho, joder...",2018-09-29 18:18:11,0,0,0.0,[],[],18.0
278,Es que madre mía... https://t.co/8mT2q2O506,2018-09-29 18:10:14,0,0,0.0,[],[],18.0
279,"Por que soy tan pringada jajajajajajajajajajjaj agur, me voy a llorar a una esquina",2018-09-29 18:08:26,0,0,0.0,[],[],18.0
280,"Me siento una mierda por mucho que la peña me vea to jiji jaja, las apariencias engañan amigos..",2018-09-29 17:56:30,2,0,0.0,[],[],17.0
281,Yo cuando lloro porque estoy triste y mi perro se me acerca a dar mimos: https://t.co/My8cMyPId5,2018-09-29 17:54:49,0,0,0.0,[],[],17.0
282,Tengo mal día pero no quiero que se me note porque es el cumpleaños de mi ama 😓,2018-09-29 17:21:26,1,0,0.0,[],[],17.0
283,Ojalá tan fácil... https://t.co/gokAWdxhI3,2018-09-28 22:54:25,0,0,0.0,[],"[{'url': 'https://t.co/gokAWdxhI3', 'expanded_url': 'https://twitter.com/desaferrada/status/1045705874055090176', 'display_url': 'twitter.com/desaferrada/st…', 'indices': [19, 42]}]",22.0
284,Esta noticia  como mínimo el titular  les gustará a @jmmulet y a @VaryIngweion  https://t.co/HeIHzIwiLI,2018-09-29 07:05:50,0,0,0.0,"[{'screen_name': 'jmmulet', 'name': 'JM Mulet', 'id': 211167741, 'id_str': '211167741', 'indices': [52, 60]}, {'screen_name': 'VaryIngweion', 'name': 'Vary Ingweion, el del sombrero.', 'id': 153748473, 'id_str': '153748473', 'indices': [65, 78]}]","[{'url': 'https://t.co/HeIHzIwiLI', 'expanded_url': 'https://www.diariodemallorca.es/mallorca/2018/09/29/transgenicos-comida-rapida-han-elevado/1351717.html', 'display_url': 'diariodemallorca.es/mallorca/2018/…', 'indices': [80, 103]}]",7.0
285,"@R_Gamez @luisabeledo @raul230280 Para el cliente que viene a pagar cualquier hora me va bien, siempre disponible.",2018-09-26 20:44:08,2,0,0.0,"[{'screen_name': 'R_Gamez', 'name': 'Raúl Gámez', 'id': 264758353, 'id_str': '264758353', 'indices': [0, 8]}, {'screen_name': 'luisabeledo', 'name': 'luis abeledo', 'id': 149683460, 'id_str': '149683460', 'indices': [9, 21]}, {'screen_name': 'raul230280', 'name': 'Raúl Herrera García', 'id': 355523213, 'id_str': '355523213', 'indices': [22, 33]}]",[],20.0
286,@R_Gamez @luisabeledo @raul230280 La verdad es que ahora no podría volver a lo de antes. Es de lo mejor de la profe… https://t.co/BjaQHrBLMv,2018-09-26 20:39:26,3,0,0.0,"[{'screen_name': 'R_Gamez', 'name': 'Raúl Gámez', 'id': 264758353, 'id_str': '264758353', 'indices': [0, 8]}, {'screen_name': 'luisabeledo', 'name': 'luis abeledo', 'id': 149683460, 'id_str': '149683460', 'indices': [9, 21]}, {'screen_name': 'raul230280', 'name': 'Raúl Herrera García', 'id': 355523213, 'id_str': '355523213', 'indices': [22, 33]}]","[{'url': 'https://t.co/BjaQHrBLMv', 'expanded_url': 'https://twitter.com/i/web/status/1045050232705347598', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",20.0
287,@R_Gamez @luisabeledo @raul230280 Yo me independicé del bufete donde estaba porque había que estar sí o sí de 9 a 1… https://t.co/i8lIHdHtpx,2018-09-26 20:32:22,2,0,0.0,"[{'screen_name': 'R_Gamez', 'name': 'Raúl Gámez', 'id': 264758353, 'id_str': '264758353', 'indices': [0, 8]}, {'screen_name': 'luisabeledo', 'name': 'luis abeledo', 'id': 149683460, 'id_str': '149683460', 'indices': [9, 21]}, {'screen_name': 'raul230280', 'name': 'Raúl Herrera García', 'id': 355523213, 'id_str': '355523213', 'indices': [22, 33]}]","[{'url': 'https://t.co/i8lIHdHtpx', 'expanded_url': 'https://twitter.com/i/web/status/1045048456140779523', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",20.0
288,"@gominolasdpetro Son muchas preguntas, pero aprovecho tu tweet para ver si contestas. Buscando por ahí no me queda… https://t.co/jLDMZ8Eq8x",2018-09-25 08:55:44,1,0,0.0,"[{'screen_name': 'gominolasdpetro', 'name': 'Miguel A. Lurueña', 'id': 293601379, 'id_str': '293601379', 'indices': [0, 16]}]","[{'url': 'https://t.co/jLDMZ8Eq8x', 'expanded_url': 'https://twitter.com/i/web/status/1044510752676212737', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",8.0
289,"@gominolasdpetro Tengo tres grandes dudas al respecto. 1, en lugares como Baleares, con gran % de cal en el agua, p… https://t.co/9kyNfuUqSs",2018-09-25 08:53:55,0,0,0.0,"[{'screen_name': 'gominolasdpetro', 'name': 'Miguel A. Lurueña', 'id': 293601379, 'id_str': '293601379', 'indices': [0, 16]}]","[{'url': 'https://t.co/9kyNfuUqSs', 'expanded_url': 'https://twitter.com/i/web/status/1044510294897115136', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",8.0
290,@CamaradaBakunin Y si el debate es sobre la modificación de la legislación laboral?,2018-09-23 07:44:28,1,0,0.0,"[{'screen_name': 'CamaradaBakunin', 'name': 'Camarada Bakunin', 'id': 4181751, 'id_str': '4181751', 'indices': [0, 16]}]",[],7.0
291,@AntonioMaestre El gobierno NO encarcela.,2018-09-22 12:26:44,0,0,0.0,"[{'screen_name': 'AntonioMaestre', 'name': 'AntonioMaestre', 'id': 94208950, 'id_str': '94208950', 'indices': [0, 15]}]",[],12.0
292,@SinAzucarOrg https://t.co/URJ4fH2xJ1,2018-09-21 13:59:41,0,0,0.0,"[{'screen_name': 'SinAzucarOrg', 'name': 'sinAzucar.org', 'id': 801797742167257088, 'id_str': '801797742167257088', 'indices': [0, 13]}]",[],13.0
293,@SinAzucarOrg Ahora ya les puedes enviar la factura. No te olvides de pagar el IVA 😉,2018-09-21 13:57:15,0,0,0.0,"[{'screen_name': 'SinAzucarOrg', 'name': 'sinAzucar.org', 'id': 801797742167257088, 'id_str': '801797742167257088', 'indices': [0, 13]}]",[],13.0
294,"@SinAzucarOrg Jajaja! Pero si eso debe salir en el BOE!! Venga, toma https://t.co/IKixkpm6RW",2018-09-21 13:54:55,0,0,0.0,"[{'screen_name': 'SinAzucarOrg', 'name': 'sinAzucar.org', 'id': 801797742167257088, 'id_str': '801797742167257088', 'indices': [0, 13]}]","[{'url': 'https://t.co/IKixkpm6RW', 'expanded_url': 'http://www.canalsur.es/comunicacion/Aviso_Legal/1291723.html', 'display_url': 'canalsur.es/comunicacion/A…', 'indices': [69, 92]}]",13.0
295,"@SinAzucarOrg Si necesitas enviar un email para pedir datos fiscales que están en su web, mal empezamos.",2018-09-21 13:01:52,0,0,0.0,"[{'screen_name': 'SinAzucarOrg', 'name': 'sinAzucar.org', 'id': 801797742167257088, 'id_str': '801797742167257088', 'indices': [0, 13]}]",[],13.0
296,"@MAFIT0 Alma de cántaro, tú sabes que es un fiscal?",2018-09-21 12:57:49,8,1,0.0,"[{'screen_name': 'MAFIT0', 'name': 'Miguel Ángel Ferrer', 'id': 127394501, 'id_str': '127394501', 'indices': [0, 7]}]",[],12.0
297,@ArtanisD @tamiroff_ https://t.co/dE8Ckynyv7,2018-09-20 08:07:47,0,0,0.0,"[{'screen_name': 'ArtanisD', 'name': 'David Breijo', 'id': 270487539, 'id_str': '270487539', 'indices': [0, 9]}, {'screen_name': 'tamiroff_', 'name': 'Tamiroff', 'id': 235269567, 'id_str': '235269567', 'indices': [10, 20]}]",[],8.0
298,@ArtanisD @tamiroff_ https://t.co/XoaKOBh2ax,2018-09-20 08:05:57,0,0,0.0,"[{'screen_name': 'ArtanisD', 'name': 'David Breijo', 'id': 270487539, 'id_str': '270487539', 'indices': [0, 9]}, {'screen_name': 'tamiroff_', 'name': 'Tamiroff', 'id': 235269567, 'id_str': '235269567', 'indices': [10, 20]}]",[],8.0
299,@ArtanisD @tamiroff_ https://t.co/OOvduR05Ed,2018-09-20 08:04:37,0,0,0.0,"[{'screen_name': 'ArtanisD', 'name': 'David Breijo', 'id': 270487539, 'id_str': '270487539', 'indices': [0, 9]}, {'screen_name': 'tamiroff_', 'name': 'Tamiroff', 'id': 235269567, 'id_str': '235269567', 'indices': [10, 20]}]",[],8.0
300,@canaor @Proserpinasb Las predispone a que??? A ser princesas???,2018-09-19 11:44:27,0,0,0.0,"[{'screen_name': 'canaor', 'name': 'canaor', 'id': 271525030, 'id_str': '271525030', 'indices': [0, 7]}, {'screen_name': 'Proserpinasb', 'name': 'Lupesb 🇪🇺', 'id': 557099769, 'id_str': '557099769', 'indices': [8, 21]}]",[],11.0
301,@pvadilloabogada A mi me llamó una vez un compañero para que desistiera del asunto...,2018-09-17 20:29:09,2,0,0.0,"[{'screen_name': 'pvadilloabogada', 'name': 'Patricia Vadillo', 'id': 2288648148, 'id_str': '2288648148', 'indices': [0, 16]}]",[],20.0
302,@Hibai_ Que conste que en mi opinión los delitos por los que fue condenado no deberían llevar aparejada la pena de… https://t.co/Url9WrXh3G,2018-09-17 15:05:04,0,0,0.0,"[{'screen_name': 'Hibai_', 'name': '· Hibai Arbide Aza ·', 'id': 14525982, 'id_str': '14525982', 'indices': [0, 7]}]","[{'url': 'https://t.co/Url9WrXh3G', 'expanded_url': 'https://twitter.com/i/web/status/1041704598124343297', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",15.0
303,@Hibai_ https://t.co/rXSK7ENRYx,2018-09-17 15:03:14,0,0,0.0,"[{'screen_name': 'Hibai_', 'name': '· Hibai Arbide Aza ·', 'id': 14525982, 'id_str': '14525982', 'indices': [0, 7]}]",[],15.0
304,@Hibai_ No es exactamente por eso que han rechazado la extradición.,2018-09-17 13:38:51,0,0,0.0,"[{'screen_name': 'Hibai_', 'name': '· Hibai Arbide Aza ·', 'id': 14525982, 'id_str': '14525982', 'indices': [0, 7]}]",[],13.0
305,"@velardedaoiz @Armunho Que no se querelle no impide que interponga demanda, lo que es coherente con el tweet mencionado.",2018-09-16 21:17:35,0,0,0.0,"[{'screen_name': 'velardedaoiz', 'name': 'Daoiz Velarde', 'id': 267706878, 'id_str': '267706878', 'indices': [0, 13]}, {'screen_name': 'Armunho', 'name': 'Consulado de Armuño en Tuiter', 'id': 231257304, 'id_str': '231257304', 'indices': [14, 22]}]",[],21.0
306,"@NoloNefer4 @pedja221079 @RadioMARCA @rmarcasevilla Manuel yo tengo otra queja , pues trabajo en bormujos y os escu… https://t.co/n6yeQznuB5",2018-09-27 04:17:54,1,0,0.0,"[{'screen_name': 'NoloNefer4', 'name': 'Manuel Martinez', 'id': 455287428, 'id_str': '455287428', 'indices': [0, 11]}, {'screen_name': 'pedja221079', 'name': 'pedja', 'id': 529378186, 'id_str': '529378186', 'indices': [12, 24]}, {'screen_name': 'RadioMARCA', 'name': 'Radio MARCA', 'id': 17798745, 'id_str': '17798745', 'indices': [25, 36]}, {'screen_name': 'rmarcasevilla', 'name': 'Radio Marca Sevilla', 'id': 376236159, 'id_str': '376236159', 'indices': [37, 51]}]","[{'url': 'https://t.co/n6yeQznuB5', 'expanded_url': 'https://twitter.com/i/web/status/1045165609544273920', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",4.0
307,ok https://t.co/tLiI6sK2Xr,2018-09-30 10:48:19,1,0,0.0,[],"[{'url': 'https://t.co/tLiI6sK2Xr', 'expanded_url': 'https://twitter.com/shawnxniallx/status/1045823105694928896', 'display_url': 'twitter.com/shawnxniallx/s…', 'indices': [3, 26]}]",10.0
308,ira mis niñojajjaajajajjajjaaa https://t.co/mEULx2TqEm,2018-09-30 10:47:51,1,0,0.0,[],[],10.0
309,han juntao a marc Anthony Bad bunny y a Will Smith en una cancion memeo kiyoen,2018-09-30 00:55:23,0,0,0.0,[],[],0.0
310,pa la gente ke le dan asco los morossss❤️❤️❤️❤️❤️❤️❤️  pd: racistas de mierda https://t.co/T05H5I5CiX,2018-09-30 00:51:54,16,0,0.0,[],[],0.0
311,k asco de puta gente susm https://t.co/8xzvrqSsxo,2018-09-30 00:47:43,0,1,0.0,[],"[{'url': 'https://t.co/8xzvrqSsxo', 'expanded_url': 'https://twitter.com/MartaMontilla17/status/1046176265693265920', 'display_url': 'twitter.com/MartaMontilla1…', 'indices': [26, 49]}]",0.0
312,ke necesidad habia https://t.co/AYditX1xYa,2018-09-30 00:42:07,0,0,0.0,[],"[{'url': 'https://t.co/AYditX1xYa', 'expanded_url': 'https://twitter.com/lezzivo/status/1045812542159892480', 'display_url': 'twitter.com/lezzivo/status…', 'indices': [19, 42]}]",0.0
313,mira sorry pero m parecen super horteros los pintalabios rosa fucsia osea  nexxxxxt,2018-09-30 00:31:16,1,0,0.0,[],[],0.0
314,[29/9 20:56] omaita: Q estáis viendo el partido no? [29/9 20:56] omaita: Jajajaja [29/9 20:56] : aro pixa en mi cas… https://t.co/iDq2xi60Ml,2018-09-29 19:01:18,0,0,0.0,[],"[{'url': 'https://t.co/iDq2xi60Ml', 'expanded_url': 'https://twitter.com/i/web/status/1046112701905342464', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",19.0
315,el yassin haciendome la pelota porque le he puesto el futbol y sabe k no m gusta,2018-09-29 18:44:11,2,0,0.0,[],[],18.0
